id_siniestro,id_poliza,id_asegurado,ramo,cobertura,ciudad,id_proveedor,beneficiario,fecha_inicio_poliza,fecha_fin_poliza,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,suma_asegurada,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,etiqueta_fraude_simulada,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,id_vehiculo,placa_hash,marca,modelo,anio,tipo_evento,tipo_impacto,tercero_identificado,reporte_policial,hay_testigos,ocurrio_noche,ocurrio_fin_semana,zona_alta_siniestralidad,historial_siniestros_vehiculo,taller,conductor_recurrente,monto_pagado,estado,sucursal,chasis_hash,motor_hash,supplier_ruc,supplier_risk_signal_score,supplier_risk_band,lista_restrictiva_sercop,provincia,canton,data_source_lineage
SIN-000025,POL-03330,ASEG-010169,vehiculos,robo,Guayaquil,PROV-179237002700,PROV-RUC-1792370027001,2022-10-18,2023-11-18,2023-02-02,2023-02-15,14196.14,14312.7,17175.24,"Siniestro 2 días después del inicio de póliza, monto al 97% de suma asegurada.",Sí,False,1,0,107,289,13,ASEG-010169,000025,Kia,Rio,2017.0,robo,posterior,True,True,True,False,False,True,1,PROV-RUC-1792370027001,False,12866.04,Reserva,Guayaquil,N-000025,SIN-00,1792370027001,36.0,amarillo,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000026,POL-02033,ASEG-004372,vehiculos,choque,Quito,PROV-179277567100,PROV-RUC-1792775671001,2020-05-30,2021-12-11,2020-12-26,2021-01-02,4352.17,4225.82,5070.98,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,0,0,210,350,7,ASEG-004372,000026,Hyundai,Accent,2022.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1792775671001,False,1403.76,Liquidado,Quito,N-000026,SIN-00,1792775671001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000027,POL-01583,ASEG-006529,salud,atencion_medica,Cuenca,PROV-179134993800,PROV-RUC-1791349938001,2019-07-27,2020-07-15,2020-03-18,2020-03-21,927.02,826.17,1000.0,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Cuenca.,No,True,0,1,235,119,3,,,,,,,posterior,True,False,True,False,False,True,0,,False,164.88,Pago Total,Cuenca,,,1791349938001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000028,POL-02140,ASEG-002926,hogar,incendio,Manta,PROV-079171917800,PROV-RUC-0791719178001,2019-01-11,2020-01-29,2019-10-12,2019-10-27,11506.72,10844.45,13013.34,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,No,True,0,1,274,109,15,,,,,,,posterior,True,False,True,False,False,True,0,,False,4334.29,Pago Parcial,Manta,,,791719178001,18.0,verde,False,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000029,POL-00014,ASEG-008519,vehiculos,choque,Guayaquil,PROV-179237002700,PROV-RUC-1792370027001,2024-12-22,2025-09-08,2025-09-09,2025-09-09,5824.16,4916.19,5899.43,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,0,0,261,-1,0,ASEG-008519,000029,Toyota,Corolla,2022.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1792370027001,False,2980.24,Liquidado,Guayaquil,N-000029,SIN-00,1792370027001,36.0,amarillo,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000030,POL-02461,ASEG-008309,vida,fallecimiento,Quito,PROV-171905213400,PROV-RUC-1719052134001,2025-08-24,2026-10-17,2026-07-09,2026-07-19,48436.09,50115.0,60138.0,Beneficiario aparece en varios casos observados.,Sí,False,2,0,319,100,10,,,,,,,posterior,True,False,True,False,False,True,0,,True,46144.43,Pago Parcial,Quito,,,1719052134001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000031,POL-00004,ASEG-004979,vehiculos,robo,Guayaquil,PROV-092860687000,PROV-RUC-0928606870001,2025-11-14,2027-09-14,2026-10-26,2026-10-30,20537.03,17993.19,21591.83,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,2,0,346,323,4,ASEG-004979,000031,Chevrolet,Spark,2021.0,robo,posterior,True,True,True,False,False,True,2,PROV-RUC-0928606870001,True,16920.14,Pago Parcial,Guayaquil,N-000031,SIN-00,928606870001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000032,POL-01391,ASEG-010795,vehiculos,choque,Quito,PROV-179134993800,PROV-RUC-1791349938001,2025-02-20,2026-10-01,2025-10-20,2025-10-20,3617.54,3193.01,3831.61,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,0,0,242,346,0,ASEG-010795,000032,Mazda,3,2015.0,choque,posterior,False,False,False,False,False,True,0,PROV-RUC-1791349938001,False,682.35,Liquidado,Quito,N-000032,SIN-00,1791349938001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000033,POL-00597,ASEG-007462,salud,atencion_medica,Cuenca,PROV-171698975900,PROV-RUC-1716989759001,2025-08-18,2026-11-28,2025-12-11,2025-12-11,1201.1,1171.48,1405.78,Sin señales relevantes de riesgo.,Sí,False,1,0,115,352,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,788.17,Pago Total,Cuenca,,,1716989759001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000034,POL-00874,ASEG-006966,hogar,incendio,Manta,PROV-179284871700,PROV-RUC-1792848717001,2024-07-15,2026-04-03,2025-06-15,2025-06-21,10938.68,9826.36,11791.63,Reclamo recurrente con narrativa similar y proveedor observado en Manta.,Sí,False,3,1,335,292,6,,,,,,,posterior,True,False,False,False,False,True,0,,True,2397.48,Liquidado,Manta,,,1792848717001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000035,POL-03626,ASEG-010038,vehiculos,choque,Guayaquil,PROV-150077184300,PROV-RUC-1500771843001,2018-11-30,2020-05-01,2019-07-25,2019-07-25,4215.53,3315.12,3978.14,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,0,0,237,281,0,ASEG-010038,000035,Hyundai,Accent,2012.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1500771843001,False,442.04,Cierre Sin Consecuencia,Guayaquil,N-000035,SIN-00,1500771843001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000036,POL-05224,ASEG-004544,vida,fallecimiento,Quito,PROV-179291086200,PROV-RUC-1792910862001,2023-02-13,2024-04-01,2023-10-14,2023-10-17,51048.41,52026.62,62431.94,Beneficiario aparece en varios casos observados.,Sí,False,0,0,243,170,3,,,,,,,posterior,True,False,True,False,False,True,0,,False,38689.88,Liquidado,Quito,,,1792910862001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000037,POL-01753,ASEG-001053,vehiculos,robo,Guayaquil,PROV-110394579400,PROV-RUC-1103945794001,2021-03-27,2022-04-10,2021-09-06,2021-09-10,20115.12,16810.58,20172.7,Reporte de robo tardío con inconsistencias en factura y denuncia en Guayaquil.,Sí,False,1,0,163,216,4,ASEG-001053,000037,Kia,Rio,2022.0,robo,posterior,True,True,True,False,False,True,1,PROV-RUC-1103945794001,False,4567.69,Pago Parcial,Guayaquil,N-000037,SIN-00,1103945794001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000038,POL-03117,ASEG-007815,vehiculos,choque,Quito,PROV-160082084700,PROV-RUC-1600820847001,2022-09-09,2023-07-12,2023-08-31,2023-09-06,5670.0,4915.0,5898.0,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,2,1,356,-50,6,ASEG-007815,000038,Nissan,Sentra,2011.0,choque,posterior,False,False,False,False,False,True,2,PROV-RUC-1600820847001,True,3783.55,Pago Parcial,Quito,N-000038,SIN-00,1600820847001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000039,POL-00238,ASEG-006372,salud,atencion_medica,Cuenca,PROV-091101637600,PROV-RUC-0911016376001,2022-08-11,2024-04-30,2023-05-17,2023-05-30,503.96,441.32,1000.0,Sin señales relevantes de riesgo.,Sí,False,0,0,279,349,13,,,,,,,posterior,True,False,True,False,False,True,0,,False,329.89,Pago Total,Cuenca,,,911016376001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000040,POL-05432,ASEG-000445,hogar,incendio,Manta,PROV-171698975900,PROV-RUC-1716989759001,2022-10-15,2023-05-29,2023-07-15,2023-07-17,9132.77,9368.97,11242.76,Señales moderadas; revisar documentación de inspección.,Sí,False,0,0,273,-47,2,,,,,,,posterior,True,False,False,False,False,True,0,,False,9188.35,Pago Parcial,Manta,,,1716989759001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000041,POL-00671,ASEG-007706,generales,danio,Guayaquil,PROV-029151828100,PROV-RUC-0291518281001,2023-09-16,2025-01-29,2024-03-06,2024-03-12,5892.09,4997.7,5997.24,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,2,0,172,329,6,,,Toyota,Hilux,2016.0,choque,posterior,True,False,False,False,False,True,0,,False,2272.45,Liquidado,Guayaquil,N-000041,SIN-00,291518281001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000042,POL-01249,ASEG-003909,vida,fallecimiento,Quito,PROV-179237002700,PROV-RUC-1792370027001,2022-11-19,2023-02-08,2022-12-04,2022-12-05,45601.96,47297.7,56757.24,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,No,True,1,1,15,66,1,,,,,,,posterior,True,False,False,False,False,True,0,,False,1904.12,Liquidado,Quito,,,1792370027001,36.0,amarillo,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000043,POL-02556,ASEG-009434,vehiculos,robo,Guayaquil,PROV-010602505900,PROV-RUC-0106025059001,2021-04-14,2022-05-15,2021-06-11,2021-06-11,19182.52,16509.79,19811.75,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,No,True,2,1,58,338,0,ASEG-009434,000043,Toyota,Hilux,2015.0,robo,posterior,True,True,True,False,False,True,2,PROV-RUC-0106025059001,True,10003.16,Pago Parcial,Guayaquil,N-000043,SIN-00,106025059001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000044,POL-04637,ASEG-000673,vehiculos,choque,Quito,PROV-099280167000,PROV-RUC-0992801670001,2020-10-20,2022-01-07,2021-03-23,2021-03-23,5457.05,5119.66,6143.59,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,2,0,154,290,0,ASEG-000673,000044,Nissan,Sentra,2019.0,choque,posterior,True,False,True,False,False,True,2,PROV-RUC-0992801670001,True,521.7,Pago Total,Quito,N-000044,SIN-00,992801670001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000045,POL-01254,ASEG-007136,salud,atencion_medica,Cuenca,PROV-160046104800,PROV-RUC-1600461048001,2025-09-25,2026-05-27,2026-06-02,2026-06-02,1058.93,902.6,1083.12,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Cuenca.,Sí,False,0,0,250,-6,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,766.83,Liquidado,Cuenca,,,1600461048001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-000046,POL-02012,ASEG-001420,hogar,incendio,Manta,PROV-172454748200,PROV-RUC-1724547482001,2025-09-07,2027-04-15,2026-04-18,2026-04-25,9306.92,8482.81,10179.37,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,Sí,False,3,1,223,362,7,,,,,,,posterior,True,False,True,False,False,True,0,,True,4101.42,Pago Parcial,Manta,,,1724547482001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-000047,POL-04884,ASEG-011489,vehiculos,choque,Guayaquil,PROV-069176243200,PROV-RUC-0691762432001,2023-10-04,2024-04-20,2024-03-18,2024-03-18,4391.82,3737.08,4484.5,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,0,0,166,33,0,ASEG-011489,000047,Hyundai,Accent,2022.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0691762432001,False,1847.26,Pago Total,Guayaquil,N-000047,SIN-00,691762432001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000048,POL-03672,ASEG-000283,vida,fallecimiento,Quito,PROV-169171264400,PROV-RUC-1691712644001,2024-06-16,2025-08-06,2024-10-17,2024-10-22,48967.51,47303.71,56764.45,Beneficiario aparece en varios casos observados.,Sí,False,1,0,123,293,5,,,,,,,posterior,True,False,False,False,False,True,0,,False,23111.54,Reserva,Quito,,,1691712644001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-000049,POL-01889,ASEG-001977,vehiculos,robo,Guayaquil,PROV-099281284200,PROV-RUC-0992812842001,2021-02-18,2022-08-10,2021-09-23,2021-09-25,23540.89,20997.96,25197.55,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,0,0,217,321,2,ASEG-001977,000049,Toyota,Corolla,2021.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-0992812842001,False,11148.28,Pago Parcial,Guayaquil,N-000049,SIN-00,992812842001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-000050,POL-04889,ASEG-004637,vehiculos,choque,Quito,PROV-019041863400,PROV-RUC-0190418634001,2024-08-15,2025-11-09,2025-01-03,2025-01-06,5547.64,4479.51,5375.41,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,0,0,141,310,3,ASEG-004637,000050,Volkswagen,Gol,2018.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0190418634001,False,3308.59,Liquidado,Quito,N-000050,SIN-00,190418634001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
