id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-SIN-000193-02,SIN-000193,factura,True,True,2022-06-13,False,
DOC-SIN-000193-03,SIN-000193,informe_tecnico,True,True,2022-06-13,False,
DOC-SIN-000194-01,SIN-000194,denuncia,True,True,2021-02-07,False,
DOC-SIN-000194-02,SIN-000194,factura,True,True,2021-02-07,False,
DOC-SIN-000194-03,SIN-000194,informe_tecnico,True,True,2021-02-07,False,
DOC-SIN-000196-01,SIN-000196,denuncia,True,False,2024-07-21,False,Documento pendiente de revisión
DOC-SIN-000196-02,SIN-000196,factura,False,False,2024-07-21,True,Documento pendiente de revisión
DOC-SIN-000199-01,SIN-000199,denuncia,True,True,2026-11-25,False,
DOC-SIN-000199-02,SIN-000199,factura,True,True,2026-11-25,False,
DOC-SIN-000199-03,SIN-000199,informe_tecnico,True,True,2026-11-25,False,
DOC-SIN-000200-01,SIN-000200,denuncia,True,True,2020-07-10,False,
DOC-SIN-000200-02,SIN-000200,factura,True,True,2020-07-10,False,
DOC-SIN-000200-03,SIN-000200,informe_tecnico,True,True,2020-07-10,False,
DOC-SIN-000203-01,SIN-000203,denuncia,True,False,2022-11-21,False,Documento pendiente de revisión
DOC-SIN-000203-02,SIN-000203,factura,False,False,2022-11-21,True,Documento pendiente de revisión
DOC-SIN-000204-01,SIN-000204,denuncia,True,True,2022-06-03,False,
DOC-SIN-000204-02,SIN-000204,factura,True,True,2022-06-03,False,
DOC-SIN-000204-03,SIN-000204,informe_tecnico,True,True,2022-06-03,False,
DOC-SIN-000205-01,SIN-000205,denuncia,True,False,2021-08-19,False,Documento pendiente de revisión
DOC-SIN-000205-02,SIN-000205,factura,False,False,2021-08-19,True,Documento pendiente de revisión
DOC-SIN-000219-01,SIN-000219,denuncia,True,False,2021-09-20,False,Documento pendiente de revisión
DOC-SIN-000219-02,SIN-000219,factura,False,False,2021-09-20,True,Documento pendiente de revisión
DOC-SIN-000222-01,SIN-000222,denuncia,True,True,2023-06-15,False,
DOC-SIN-000222-02,SIN-000222,factura,True,True,2023-06-15,False,
DOC-SIN-000222-03,SIN-000222,informe_tecnico,True,True,2023-06-15,False,
DOC-SIN-000223-01,SIN-000223,denuncia,True,True,2022-01-24,False,
DOC-SIN-000223-02,SIN-000223,factura,True,True,2022-01-24,False,
DOC-SIN-000223-03,SIN-000223,informe_tecnico,True,True,2022-01-24,False,
DOC-SIN-000224-01,SIN-000224,denuncia,True,True,2020-05-15,False,
DOC-SIN-000224-02,SIN-000224,factura,True,True,2020-05-15,False,
DOC-SIN-000224-03,SIN-000224,informe_tecnico,True,True,2020-05-15,False,
DOC-SIN-000225-01,SIN-000225,denuncia,True,True,2022-12-31,False,
DOC-SIN-000225-02,SIN-000225,factura,True,True,2022-12-31,False,
DOC-SIN-000225-03,SIN-000225,informe_tecnico,True,True,2022-12-31,False,
DOC-SIN-000227-01,SIN-000227,denuncia,True,False,2019-11-11,False,Documento pendiente de revisión
DOC-SIN-000227-02,SIN-000227,factura,False,False,2019-11-11,True,Documento pendiente de revisión
DOC-SIN-000230-01,SIN-000230,denuncia,True,True,2025-02-24,False,
DOC-SIN-000230-02,SIN-000230,factura,True,True,2025-02-24,False,
DOC-SIN-000230-03,SIN-000230,informe_tecnico,True,True,2025-02-24,False,
DOC-SIN-000236-01,SIN-000236,denuncia,True,True,2023-04-01,False,
DOC-SIN-000236-02,SIN-000236,factura,True,True,2023-04-01,False,
DOC-SIN-000236-03,SIN-000236,informe_tecnico,True,True,2023-04-01,False,
DOC-SIN-000238-01,SIN-000238,denuncia,True,False,2022-10-16,False,Documento pendiente de revisión
DOC-SIN-000238-02,SIN-000238,factura,False,False,2022-10-16,True,Documento pendiente de revisión
DOC-SIN-000239-01,SIN-000239,denuncia,True,True,2020-11-22,False,
DOC-SIN-000239-02,SIN-000239,factura,True,True,2020-11-22,False,
DOC-SIN-000239-03,SIN-000239,informe_tecnico,True,True,2020-11-22,False,
DOC-SIN-000242-01,SIN-000242,denuncia,True,False,2022-03-05,False,Documento pendiente de revisión
DOC-SIN-000242-02,SIN-000242,factura,False,False,2022-03-05,True,Documento pendiente de revisión
DOC-SIN-000244-01,SIN-000244,denuncia,True,True,2023-05-07,False,
DOC-SIN-000244-02,SIN-000244,factura,True,True,2023-05-07,False,
DOC-SIN-000244-03,SIN-000244,informe_tecnico,True,True,2023-05-07,False,
DOC-SIN-000248-01,SIN-000248,denuncia,True,True,2025-04-12,False,
DOC-SIN-000248-02,SIN-000248,factura,True,True,2025-04-12,False,
DOC-SIN-000248-03,SIN-000248,informe_tecnico,True,True,2025-04-12,False,
DOC-SIN-000251-01,SIN-000251,denuncia,True,False,2024-05-16,False,Documento pendiente de revisión
DOC-SIN-000251-02,SIN-000251,factura,False,False,2024-05-16,True,Documento pendiente de revisión
DOC-SIN-000253-01,SIN-000253,denuncia,True,False,2019-09-28,False,Documento pendiente de revisión
DOC-SIN-000253-02,SIN-000253,factura,False,False,2019-09-28,True,Documento pendiente de revisión
DOC-SIN-000254-01,SIN-000254,denuncia,True,True,2022-02-11,False,
DOC-SIN-000254-02,SIN-000254,factura,True,True,2022-02-11,False,
DOC-SIN-000254-03,SIN-000254,informe_tecnico,True,True,2022-02-11,False,
DOC-SIN-000256-01,SIN-000256,denuncia,True,True,2021-05-01,False,
DOC-SIN-000256-02,SIN-000256,factura,True,True,2021-05-01,False,
DOC-SIN-000256-03,SIN-000256,informe_tecnico,True,True,2021-05-01,False,
DOC-SIN-000258-01,SIN-000258,denuncia,True,True,2023-03-24,False,
DOC-SIN-000258-02,SIN-000258,factura,True,True,2023-03-24,False,
DOC-SIN-000258-03,SIN-000258,informe_tecnico,True,True,2023-03-24,False,
DOC-SIN-000262-01,SIN-000262,denuncia,True,True,2023-01-10,False,
DOC-SIN-000262-02,SIN-000262,factura,True,True,2023-01-10,False,
DOC-SIN-000262-03,SIN-000262,informe_tecnico,True,True,2023-01-10,False,
DOC-SIN-000272-01,SIN-000272,denuncia,True,False,2019-06-11,False,Documento pendiente de revisión
DOC-SIN-000272-02,SIN-000272,factura,False,False,2019-06-11,True,Documento pendiente de revisión
DOC-SIN-000274-01,SIN-000274,denuncia,True,True,2026-08-13,False,
DOC-SIN-000274-02,SIN-000274,factura,True,True,2026-08-13,False,
DOC-SIN-000274-03,SIN-000274,informe_tecnico,True,True,2026-08-13,False,
DOC-SIN-000277-01,SIN-000277,denuncia,True,True,2026-09-16,False,
DOC-SIN-000277-02,SIN-000277,factura,True,True,2026-09-16,False,
DOC-SIN-000277-03,SIN-000277,informe_tecnico,True,True,2026-09-16,False,
DOC-SIN-000279-01,SIN-000279,denuncia,True,True,2022-11-17,False,
DOC-SIN-000279-02,SIN-000279,factura,True,True,2022-11-17,False,
DOC-SIN-000279-03,SIN-000279,informe_tecnico,True,True,2022-11-17,False,
DOC-SIN-000280-01,SIN-000280,denuncia,True,True,2022-08-12,False,
DOC-SIN-000280-02,SIN-000280,factura,True,True,2022-08-12,False,
DOC-SIN-000280-03,SIN-000280,informe_tecnico,True,True,2022-08-12,False,
DOC-SIN-000281-01,SIN-000281,denuncia,True,False,2024-08-05,False,Documento pendiente de revisión
DOC-SIN-000281-02,SIN-000281,factura,False,False,2024-08-05,True,Documento pendiente de revisión
DOC-SIN-000282-01,SIN-000282,denuncia,True,True,2024-09-22,False,
DOC-SIN-000282-02,SIN-000282,factura,True,True,2024-09-22,False,
DOC-SIN-000282-03,SIN-000282,informe_tecnico,True,True,2024-09-22,False,
DOC-SIN-000283-01,SIN-000283,denuncia,True,True,2026-05-15,False,
DOC-SIN-000283-02,SIN-000283,factura,True,True,2026-05-15,False,
DOC-SIN-000283-03,SIN-000283,informe_tecnico,True,True,2026-05-15,False,
DOC-SIN-000284-01,SIN-000284,denuncia,True,True,2023-08-15,False,
DOC-SIN-000284-02,SIN-000284,factura,True,True,2023-08-15,False,
DOC-SIN-000284-03,SIN-000284,informe_tecnico,True,True,2023-08-15,False,
DOC-SIN-000288-01,SIN-000288,denuncia,True,True,2024-10-07,False,
DOC-SIN-000288-02,SIN-000288,factura,True,True,2024-10-07,False,
DOC-SIN-000288-03,SIN-000288,informe_tecnico,True,True,2024-10-07,False,
DOC-SIN-000290-01,SIN-000290,denuncia,True,True,2025-01-03,False,
DOC-SIN-000290-02,SIN-000290,factura,True,True,2025-01-03,False,
DOC-SIN-000290-03,SIN-000290,informe_tecnico,True,True,2025-01-03,False,
DOC-SIN-000292-01,SIN-000292,denuncia,True,True,2023-05-22,False,
DOC-SIN-000292-02,SIN-000292,factura,True,True,2023-05-22,False,
DOC-SIN-000292-03,SIN-000292,informe_tecnico,True,True,2023-05-22,False,
DOC-SIN-000295-01,SIN-000295,denuncia,True,True,2024-03-29,False,
DOC-SIN-000295-02,SIN-000295,factura,True,True,2024-03-29,False,
DOC-SIN-000295-03,SIN-000295,informe_tecnico,True,True,2024-03-29,False,
DOC-SIN-000297-01,SIN-000297,denuncia,True,True,2022-04-23,False,
DOC-SIN-000297-02,SIN-000297,factura,True,True,2022-04-23,False,
DOC-SIN-000297-03,SIN-000297,informe_tecnico,True,True,2022-04-23,False,
DOC-SIN-000298-01,SIN-000298,denuncia,True,True,2022-08-15,False,
DOC-SIN-000298-02,SIN-000298,factura,True,True,2022-08-15,False,
DOC-SIN-000298-03,SIN-000298,informe_tecnico,True,True,2022-08-15,False,
DOC-SIN-000301-01,SIN-000301,denuncia,True,False,2019-11-12,False,Documento pendiente de revisión
DOC-SIN-000301-02,SIN-000301,factura,False,False,2019-11-12,True,Documento pendiente de revisión
DOC-SIN-000302-01,SIN-000302,denuncia,True,False,2026-03-20,False,Documento pendiente de revisión
DOC-SIN-000302-02,SIN-000302,factura,False,False,2026-03-20,True,Documento pendiente de revisión
DOC-SIN-000304-01,SIN-000304,denuncia,True,True,2026-04-07,False,
DOC-SIN-000304-02,SIN-000304,factura,True,True,2026-04-07,False,
DOC-SIN-000304-03,SIN-000304,informe_tecnico,True,True,2026-04-07,False,
DOC-SIN-000313-01,SIN-000313,denuncia,True,True,2021-04-26,False,
DOC-SIN-000313-02,SIN-000313,factura,True,True,2021-04-26,False,
DOC-SIN-000313-03,SIN-000313,informe_tecnico,True,True,2021-04-26,False,
DOC-SIN-000322-01,SIN-000322,denuncia,True,True,2023-10-24,False,
DOC-SIN-000322-02,SIN-000322,factura,True,True,2023-10-24,False,
DOC-SIN-000322-03,SIN-000322,informe_tecnico,True,True,2023-10-24,False,
DOC-SIN-000325-01,SIN-000325,denuncia,True,True,2020-07-29,False,
DOC-SIN-000325-02,SIN-000325,factura,True,True,2020-07-29,False,
DOC-SIN-000325-03,SIN-000325,informe_tecnico,True,True,2020-07-29,False,
DOC-SIN-000326-01,SIN-000326,denuncia,True,True,2026-02-26,False,
DOC-SIN-000326-02,SIN-000326,factura,True,True,2026-02-26,False,
DOC-SIN-000326-03,SIN-000326,informe_tecnico,True,True,2026-02-26,False,
DOC-SIN-000331-01,SIN-000331,denuncia,True,False,2023-12-31,False,Documento pendiente de revisión
DOC-SIN-000331-02,SIN-000331,factura,False,False,2023-12-31,True,Documento pendiente de revisión
DOC-SIN-000332-01,SIN-000332,denuncia,True,False,2021-08-05,False,Documento pendiente de revisión
DOC-SIN-000332-02,SIN-000332,factura,False,False,2021-08-05,True,Documento pendiente de revisión
DOC-SIN-000334-01,SIN-000334,denuncia,True,True,2025-12-13,False,
DOC-SIN-000334-02,SIN-000334,factura,True,True,2025-12-13,False,
DOC-SIN-000334-03,SIN-000334,informe_tecnico,True,True,2025-12-13,False,
DOC-SIN-000335-01,SIN-000335,denuncia,True,True,2024-07-23,False,
DOC-SIN-000335-02,SIN-000335,factura,True,True,2024-07-23,False,
DOC-SIN-000335-03,SIN-000335,informe_tecnico,True,True,2024-07-23,False,
DOC-SIN-000348-01,SIN-000348,denuncia,True,False,2024-05-26,False,Documento pendiente de revisión
DOC-SIN-000348-02,SIN-000348,factura,False,False,2024-05-26,True,Documento pendiente de revisión
DOC-SIN-000350-01,SIN-000350,denuncia,True,True,2026-04-08,False,
DOC-SIN-000350-02,SIN-000350,factura,True,True,2026-04-08,False,
DOC-SIN-000350-03,SIN-000350,informe_tecnico,True,True,2026-04-08,False,
DOC-SIN-000352-01,SIN-000352,denuncia,True,False,2024-12-31,False,Documento pendiente de revisión
DOC-SIN-000352-02,SIN-000352,factura,False,False,2024-12-31,True,Documento pendiente de revisión
DOC-SIN-000353-01,SIN-000353,denuncia,True,True,2022-07-06,False,
DOC-SIN-000353-02,SIN-000353,factura,True,True,2022-07-06,False,
DOC-SIN-000353-03,SIN-000353,informe_tecnico,True,True,2022-07-06,False,
DOC-SIN-000368-01,SIN-000368,denuncia,True,True,2021-11-15,False,
DOC-SIN-000368-02,SIN-000368,factura,True,True,2021-11-15,False,
DOC-SIN-000368-03,SIN-000368,informe_tecnico,True,True,2021-11-15,False,
DOC-SIN-000377-01,SIN-000377,denuncia,True,False,2023-03-22,False,Documento pendiente de revisión
DOC-SIN-000377-02,SIN-000377,factura,False,False,2023-03-22,True,Documento pendiente de revisión
DOC-SIN-000379-01,SIN-000379,denuncia,True,False,2026-06-10,False,Documento pendiente de revisión
DOC-SIN-000379-02,SIN-000379,factura,False,False,2026-06-10,True,Documento pendiente de revisión
DOC-SIN-000380-01,SIN-000380,denuncia,True,False,2020-03-28,False,Documento pendiente de revisión
DOC-SIN-000380-02,SIN-000380,factura,False,False,2020-03-28,True,Documento pendiente de revisión
DOC-SIN-000397-01,SIN-000397,denuncia,True,False,2025-02-22,False,Documento pendiente de revisión
DOC-SIN-000397-02,SIN-000397,factura,False,False,2025-02-22,True,Documento pendiente de revisión
DOC-SIN-000403-01,SIN-000403,denuncia,True,True,2022-03-03,False,
DOC-SIN-000403-02,SIN-000403,factura,True,True,2022-03-03,False,
DOC-SIN-000403-03,SIN-000403,informe_tecnico,True,True,2022-03-03,False,
DOC-SIN-000406-01,SIN-000406,denuncia,True,False,2019-05-21,False,Documento pendiente de revisión
DOC-SIN-000406-02,SIN-000406,factura,False,False,2019-05-21,True,Documento pendiente de revisión
DOC-SIN-000407-01,SIN-000407,denuncia,True,False,2026-12-28,False,Documento pendiente de revisión
DOC-SIN-000407-02,SIN-000407,factura,False,False,2026-12-28,True,Documento pendiente de revisión
DOC-SIN-000412-01,SIN-000412,denuncia,True,False,2019-10-29,False,Documento pendiente de revisión
DOC-SIN-000412-02,SIN-000412,factura,False,False,2019-10-29,True,Documento pendiente de revisión
DOC-SIN-000418-01,SIN-000418,denuncia,True,True,2024-06-16,False,
DOC-SIN-000418-02,SIN-000418,factura,True,True,2024-06-16,False,
DOC-SIN-000418-03,SIN-000418,informe_tecnico,True,True,2024-06-16,False,
DOC-SIN-000421-01,SIN-000421,denuncia,True,True,2025-08-05,False,
DOC-SIN-000421-02,SIN-000421,factura,True,True,2025-08-05,False,
DOC-SIN-000421-03,SIN-000421,informe_tecnico,True,True,2025-08-05,False,
DOC-SIN-000438-01,SIN-000438,denuncia,True,True,2023-04-17,False,
DOC-SIN-000438-02,SIN-000438,factura,True,True,2023-04-17,False,
